通院頻度,比較表の対応範囲欄,原則通院不要<br>（初回スキャンのみ）,月1回程度<br>定期チェック,月1回程度<br>経過観察,オンライン診療中心<br>通院負担軽減,提携医院で<br>定期チェック
実績/症例数,比較表の実績/症例数欄,国内製造数No.1<br>累計5万人が体験,世界1500万人<br>100ヶ国以上で提供,12万人の実績<br>満足度90%,世界50万人<br>25万人の実績,"治療開始50,000名以上"
ワイヤー矯正の紹介,比較表のワイヤー矯正の紹介欄,必要に応じて<br>他院紹介,ワイヤー矯正との<br>併用治療可能,提携医院で<br>ワイヤー矯正対応,必要に応じて<br>他院紹介,提携医院で<br>ワイヤー矯正対応
サポート,比較表のサポート欄,24時間LINEサポート<br>専属医療チーム,提携医院により異なる。,提携医院により異なる。,24時間アプリサポート<br>オンライン相談,提携医院により異なる。
比較表の注意事項,比較表の注釈内容を記載,「矯正開始後の通院は原則不要※1」※1 初回診断のご来院と、矯正開始前・矯正終了後の処置のご来院をお願いしています。<br>「歯並びの適応について」※記載のない歯並びでもお気軽にご相談ください。※記載の歯並びであっても、Oh my teethのマウスピース矯正の適応外と診断される場合もございます。※症状が強い場合は適応にならない場合があります。<br>「治療期間について」※治療期間は歯並びの状態や年齢などによって個人差があります。<br>「痛みについて」※痛みの感じ方には個人差があります。<br>「実績について」※2021年6月〜2023年10月の契約者（一部モニター除く）,※治療期間・費用は症例により大きく異なります。※認定医による治療が推奨されます。※保険適用外の自由診療です。※定期的なメンテナンスが必要です。※複雑な症例では追加治療が必要な場合があります。,"「歯並びの適応について」※上記の歯並びであっても、キレイライン矯正が適応外となる場合もございます。注1、注3：症状が強い場合は適応にならない場合があります。注2：骨格性の開咬の場合は、治療適応外となります。注3：骨格的な問題がなくても、お口の中の状態によっては「中心のずれ」を治すことは難しい場合があります。「中心のずれ」にはさまざまな原因があり、ワイヤー矯正など他の矯正治療においても一般的にその修正は困難な場合があります。<br>「料金・デンタルローンについて」※デンタルローンを利用して10回コース（330,000円）を120回払いで支払う場合の分割支払金額です。※一部クリニックはローン非対応。※信販会社や手数料はクリニックにより異なります。※デンタルローンは18歳以上（高校生を除く）が対象となり、詳しい支払い方法や規約は各提携クリニックにより異なります。予約フォームの備考欄にご記載いただくか、初回検診にお越しの際にクリニックへご相談ください。","「料金について」※料金はすべて税込み。※追加治療となった際の追加マウスピース料金は無料となります。※別途治療計画作成において必須である精密検査費用をクリニックにお支払いいただく必要がございます。（税込22,000円から33,000円）<br>「申込者数について」*当社調べ：Zenyumグループ全体の2018年 - 2025年5月までの累計診断申込者数","「料金について」治療費月額1,925円（税込）〜の分割可。平均治療期間3ヶ月〜11ヶ月※個人差あり<br>「各種料金について」初診料0円（一部医院は有料）。調整料0円（※1）。保定料0円（※1）。（※1：治療費に含まれる）<br>「初回検診について」※初回検診料はクリニックによって異なります。※予約状況によってご案内が終了している場合もございます<br>「実績について」満足度98％※1。治療開始50,000名以上※2。加盟100医院以上※3。※1 2024年5月時点、一部提携医院にて。※2 2025年4月時点。※3 2025年5月時点"
詳細タイトル,案件詳細セクションのh3タイトル,自宅で簡単に3ヶ月で矯正！,世界基準の高精度矯正治療,初回2.2万円から始める矯正,シンガポール発の革新的矯正,"月額1,760円からの優しい矯正"
詳細サブタイトル,案件詳細セクションのpタグ,通院不要！24時間サポートで安心,1500万人が選んだ信頼の治療,手軽に始められる部分矯正,一律料金で安心の矯正治療,優しい価格で理想の歯並びへ
詳細バナー画像パス,各クリニックの詳細バナー画像,/images/clinics/omt/omt_detail_bnr.webp,/images/clinics/inv/inv_detail_bnr.webp,/images/clinics/kireiline/kireiline_detail_bnr.webp,/images/clinics/zenyum/zenyum_detail_bnr.webp,/images/clinics/ws/ws_detail_bnr.webp
特徴タグ,案件詳細セクションの特徴タグ,# マウスピース矯正<br># オンライン矯正<br># 通院不要<br># 24時間サポート<br># 国内製造<br># 部分矯正<br># 全体矯正<br># LINEサポート<br># 3D歯型スキャン,# マウスピース矯正<br># 世界基準<br># 高精度治療<br># 認定医<br># 全症例対応<br># 透明矯正<br># 取り外し可能<br># グローバル実績<br># 包括的治療,# マウスピース矯正<br># 部分矯正<br># 都度払い<br># 初回2.2万円<br># 短期間<br># 前歯矯正<br># 提携医院<br># リーズナブル<br># 満足度90%,# マウスピース矯正<br># シンガポール発<br># 一律料金<br># オンライン診療<br># 50万人実績<br># 追加費用なし<br># アジア圏実績<br># 革新的技術<br># 透明矯正,"# マウスピース矯正<br># 月額1,760円<br># 初診料無料<br># 明確料金<br># 提携医院<br># 分割払い<br># 優しい価格<br># 部分矯正<br># 丁寧サポート"
費用,案件詳細セクションの費用,Basicプラン33万円<br>Proプラン66万円,80万円～120万円<br>（症例により異なる）,初回2.2万円～<br>総額23.1万円～46.2万円,一律32.45万円<br>（追加費用なし）,"月額1,760円～<br>総額30.8万円～42.9万円"
目安期間,案件詳細セクションの目安期間,Basic：平均3ヶ月<br>Pro：平均6ヶ月,1年～3年<br>（症例により異なる）,2.5ヶ月～1年<br>（平均6ヶ月）,部分矯正：6ヶ月<br>全体矯正：10ヶ月,2ヶ月～6ヶ月<br>（プランにより異なる）
矯正範囲,案件詳細セクションの対応部位,Basic：上下前歯12本<br>Pro：上下全体24本,軽度から重度まで<br>全症例対応可能,軽度～中等度<br>前歯部中心,上下最大20本<br>軽度～中等度,軽度～中等度<br>部分矯正中心
営業時間,案件詳細セクションの営業時間,平日11:00～21:00<br>土日祝10:00～19:00<br>年末年始休診,提携医院により異なる<br>多くは平日9:00～18:00<br>土曜診療対応院あり,提携医院により異なる<br>平日10:00～20:00<br>土日祝対応院あり,オンライン診療24時間<br>提携医院は各院による<br>平日中心の診療,提携医院により異なる<br>平日10:00～19:00<br>土曜診療対応院あり
店舗,案件詳細セクションの店舗,新宿／池袋／表参道／有楽町／心斎橋／梅田／名古屋／博多,全国の認定医院<br>1000院以上で対応<br>都市部から地方まで幅広く展開,全国125提携クリニック<br>主要都市を中心に展開<br>2024年時点での展開数,提携医院ネットワーク<br>主要都市を中心<br>オンライン診療で全国対応,全国提携医院ネットワーク<br>主要都市を中心に展開<br>地域密着型の医院と提携
公式サイトURL,各クリニックの公式サイトURL,"https://www.oh-my-teeth.com/",https://www.invisalign.co.jp/,https://kireilign.com/,https://zenyum.jp/,https://we-smile.jp/
CTAボタン1テキスト,詳細セクションのCTAボタン1,Oh my teethの公式サイト,インビザラインの公式サイト,キレイライン矯正の公式サイト,ゼニュムの公式サイト,ウィスマイルの公式サイト
CTAボタン2テキスト,詳細セクションのCTAボタン2,無料診断を予約する,認定医院を探す,初回検診を予約する,無料カウンセリング予約,無料相談を予約する
POINT1タイトル,案件詳細セクションのPOINT1タイトル,通院不要のオンライン矯正システム,世界1500万人が選んだ実績と信頼,初回2.2万円から始められる手軽さ,一律料金で安心の治療プラン,"月額1,760円からの優しい価格設定"
POINT1内容,案件詳細セクションのPOINT1内容,Oh my teethの最大の特徴は、矯正開始後の定期的な通院が原則不要という革新的なシステムです。初回の3D歯型スキャン後は、自宅にマウスピース矯正キットが届き、24時間LINEサポートで専属医療チームに相談できます。,インビザラインは世界100ヶ国以上で提供され、治療ユーザー1500万人を超える圧倒的な実績を誇ります。透明なマウスピースを使用するため目立たず、取り外し可能で日常生活への負担が最小限です。,キレイライン矯正の最大の魅力は、初回2.2万円という手軽な価格から矯正治療を始められることです。「まずはどんな感じか試してみたい」という方に最適な都度払いシステムを採用しています。,ゼニュムは一律32.45万円という明確で分かりやすい料金設定が特徴です。他院のように症例によって値段が変わることがなく、追加費用の心配もありません。,"ウィスマイルは月額1,760円からという驚きの低価格で矯正治療を始められます。お小遣いの範囲で歯並びを改善できるため、学生や若い社会人にも非常にありがたいサービスです。"
POINT2タイトル,案件詳細セクションのPOINT2タイトル,24時間LINEサポートと3D技術,認定医による高精度な治療計画,デジタル技術による効率的な治療,オンライン診療で通院負担軽減,提携医院ネットワークで安心治療
POINT2内容,案件詳細セクションのPOINT2内容,Oh my teethでは最新の3D技術を活用し、口腔内スキャナーで歯型を3Dスキャンして現在の歯並びをリアルタイムで可視化します。24時間LINEサポートにより、いつでも専属医療チームに相談可能です。,インビザライン認定医による豊富な経験と知識に基づいた治療計画が特徴です。複雑な症例でも的確な治療計画を立て、月1回の定期チェックで専門医がしっかり確認します。,キレイライン矯正では、デジタル技術を用いて歯の健康に支障がない範囲で最大の移動量となるよう治療計画を立てています。最短2.5ヶ月という短期間での治療完了も可能です。,ゼニュムはオンライン診療を活用することで、遠方の人でも治療が受けやすいシステムを構築しています。専用アプリで治療の進捗を管理でき、24時間いつでも相談可能です。,ウィスマイルは全国の提携医院ネットワークにより、統一された高品質なサービスを提供しています。どこでも同じレベルの治療を受けられる安心感があります。
POINT3タイトル,案件詳細セクションのPOINT3タイトル,累計5万人の体験実績と安心保証,包括的な治療と長期サポート,満足度90%の高い実績,世界25万人の実績と信頼,柔軟な対応と永続サポート
POINT3内容,案件詳細セクションのPOINT3内容,Oh my teethは累計5万人が歯型スキャンを体験している豊富な実績があります。国内ブランド製造数No.1の実績により、安心して治療を受けられます。,インビザラインは最も包括的な治療を提供し、軽度から重度まで幅広い症例に対応可能です。矯正完了後も定期的にメンテナンスをしてくれて、歯並びの維持をサポートします。,キレイライン矯正は12万人の利用実績と満足度90%という高い評価を誇ります。実際に短期間で効果を実感できた症例も多数報告されています。,ゼニュムは世界中で25万人以上が利用している実績があり、アジア圏を中心に50万人が利用している信頼できるブランドです。,ウィスマイルは患者の事情を理解して柔軟に対応してくれる姿勢が特徴です。治療が予定通り進まない場合でも、完了まで責任を持ってサポートしてくれます。
口コミ1タイトル（コスパ）,口コミセクション1つ目のタイトル（コスパタブ）,表参道の美しい立地で3D体験！,世界実績で一生安心の投資！,初回2.2万円でリスク軽減！,追加費用なし32.45万円！,"月額1,760円で夢が叶う！"
口コミ1内容（コスパ）,口コミセクション1つ目の内容（コスパタブ）,LINEで簡単に予約ができ、表参道の美しい場所で無料で歯のスキャンをしてもらいました！とてもスムーズで、待ち時間も長くなく、スキャンも簡単で実際に3Dで見ることができました！表参道という立地も素敵で、美容意識の高い女性にぴったりです。,世界中で実績のあるインビザラインなら、多少費用が高くても安心です。一生ものの歯並びを考えれば、品質の高い治療を受ける価値は十分にあります。,初回2.2万円という手軽さで矯正を始められました。効果を実感してから続けるか決められるので、リスクが少なくて安心です。,料金が一律32.45万円で分かりやすく、追加費用の心配がありません。他院のように症例によって値段が変わることがないので、安心して始められました。,"月額1,760円という手軽さで矯正を始められるのは驚きです。お小遣いの範囲で歯並びを改善できるなんて、学生や若い社会人には本当にありがたいです。"
口コミ2タイトル（コスパ）,口コミセクション2つ目のタイトル（コスパタブ）,理想の歯並びが3Dで見える感動！,世界基準の精密治療で安心！,学生も安心の都度払いシステム！,グローバル実績25万人の信頼！,あなたに最適な治療プラン！
口コミ2内容（コスパ）,口コミセクション2つ目の内容（コスパタブ）,歯の治療を受けて、ここで再度スキャンを受けました（前回は新宿でした）。スタッフの温かいホスピタリティは相変わらず素晴らしかったです。矯正シミュレーションを見た後、将来の歯並びにワクワクしました。未来の美しい自分を想像できて感動しました。,他の安い矯正で失敗した友人を見ていたので、最初からインビザラインを選びました。精密な治療計画で確実に結果が出るので、結果的にコスパは良いと思います。,一括で大きな金額を払う必要がなく、都度払いで自分のペースで治療を進められます。経済的な負担が少なく、学生の私でも続けられています。,世界中で25万人以上が利用している実績があり、この価格でこの品質なら十分コスパが良いと思います。海外の技術を日本で受けられるのは魅力的です。,1回から24回まで治療回数を選べるので、自分の症状と予算に合わせて調整できます。無駄な治療をせずに済むので、コスパが良いです。
口コミ3タイトル（コスパ）,口コミセクション3つ目のタイトル（コスパタブ）,質問で不安が安心に変わった！,美容代感覚で分割可能！,10万円で完了！コスパ最高！,一括不要で負担軽減！,初診料無料で気軽にスタート！
口コミ3内容（コスパ）,口コミセクション3つ目の内容（コスパタブ）,自分の歯の形を3Dで見るのは楽しかったです。自分の目でしっかりと見ることで、矯正治療の目標について考える機会を得ました。スタッフの方もとても丁寧でした。質問にも一つ一つ答えてくださり、不安が安心に変わりました。心の変化が人生を変える第一歩でした。,月々の分割払いができるので、一括で大きな金額を用意する必要がありません。毎月の美容代と考えれば、決して高くない投資だと感じています。,前歯の軽度な歪みだけだったので、10万円程度で治療が完了しました。他院では50万円以上と言われていたので、コスパは最高です。,分割払いで月々の負担を抑えられるので、無理なく治療を続けられます。一括で大きな金額を用意する必要がないのは助かります。,初診料が無料なので、気軽にカウンセリングを受けられました。他院では数千円かかるところが多いので、この点は非常にありがたいです。
口コミ1タイトル（通いやすさ）,口コミセクション1つ目のタイトル（通いやすさタブ）,清潔で素晴らしい対応！,認定医の高い技術力！,親しみやすくリラックス！,温かく親身なカウンセリング！,押し付けない親切対応！
口コミ1内容（通いやすさ）,口コミセクション1つ目の内容（通いやすさタブ）,スキャンして初めて自分の歯を3Dで見ました。少し恥ずかしい気持ちもありましたが、矯正したい気持ちにもなりました！皆さん丁寧で清潔で、素晴らしかったです！スタッフの皆さんの対応が本当に素晴らしく、女性として安心して通えます。,担当医師がインビザライン認定医で、豊富な経験と知識を持っています。複雑な症例でも的確な治療計画を立ててくれるので、安心して任せられます。,スタッフの皆さんが若くて親しみやすく、気軽に質問や相談ができます。堅苦しくない雰囲気で、リラックスして治療を受けられます。,カウンセリングでは時間をかけて丁寧に説明してくれて、不安な点も親身に聞いてくれました。スタッフの対応が温かく、安心して相談できました。,カウンセリングでは時間をかけて丁寧に説明してくれて、治療の選択肢も複数提示してくれました。押し付けがましくなく、親切な対応でした。
口コミ2タイトル（通いやすさ）,口コミセクション2つ目のタイトル（通いやすさタブ）,女性の不安に寄り添ってくれる！,2時間の丁寧なカウンセリング！,分かりやすい説明で安心！,専門知識豊富で信頼！,統一された高品質サービス！
口コミ2内容（通いやすさ）,口コミセクション2つ目の内容（通いやすさタブ）,自分の歯の形を3Dで見るのは楽しかったです。自分の目でしっかりと見ることで、矯正治療の目標について考える機会を得ました。スタッフの方もとても丁寧でした。質問にも一つ一つ答えてくださり、不安が安心に変わりました。女性の不安に寄り添ってくれる姿勢が素晴らしいです。,初回カウンセリングで2時間近くかけて詳しく説明してくれました。治療のメリット・デメリットも包み隠さず話してくれて、信頼できると感じました。,治療の流れや期間、費用について分かりやすく説明してくれました。不安な点も親身に聞いてくれて、安心して治療を始めることができました。,ゼニュムの治療について詳しく説明してくれて、他の矯正方法との違いも分かりやすく教えてくれました。専門知識が豊富で信頼できます。,提携医院での治療でしたが、ウィスマイルの研修を受けたスタッフが対応してくれて、統一された高品質なサービスを受けられました。
口コミ3タイトル（通いやすさ）,口コミセクション3つ目のタイトル（通いやすさタブ）,痛みなく快適な治療！,患者第一の寄り添い姿勢！,どこでも同じ品質サービス！,予算に合わせた最適提案！,希望を最優先の治療計画！
口コミ3内容（通いやすさ）,口コミセクション3つ目の内容（通いやすさタブ）,マウスピース矯正なので、スキャンと歯削りで通うだけですが、親切に対応してくださり、皆さんフレンドリーで素敵な方々です。痛みや不快感もなく、内装も清潔で快適です。女性にとって痛みのない治療は本当にありがたいです。,毎回の通院で進捗を丁寧にチェックしてくれて、不安なことがあれば親身に相談に乗ってくれます。患者のことを第一に考えてくれる姿勢が伝わってきます。,提携医院での治療でしたが、キレイラインの研修を受けたスタッフが対応してくれて、どこでも同じ品質のサービスを受けられました。,無理に高額なプランを勧めることなく、私の希望や予算に合わせて最適な治療計画を提案してくれました。患者ファーストの姿勢が好印象です。,治療期間や予算について相談したところ、私の希望を最優先に考えて治療計画を立ててくれました。患者の立場に立った対応が印象的でした。
口コミ1タイトル（スタッフ）,口コミセクション1つ目のタイトル（スタッフタブ）,人生を変える転機になった！,専門医の定期チェックで安心！,デジタル充実で使いやすい！,24時間いつでもサポート！,明朗会計で追加費用なし！
口コミ1内容（スタッフ）,口コミセクション1つ目の内容（スタッフタブ）,自分の歯の形を3Dで見るのは楽しかったです。自分の目でしっかりと見ることで、矯正治療の目標について考える機会を得ました。スタッフの方もとても丁寧でした。質問にも一つ一つ答えてくださり、不安が安心に変わりました。この体験が人生を変える転機になりました。,月1回の定期チェックで、歯の動きや装置の状態を専門医がしっかり確認してくれます。問題があれば即座に対応してもらえるので安心です。,専用アプリで治療の進捗を管理できて、次回の予約も簡単に取れます。デジタルツールが充実していて、現代的で使いやすいです。,専用アプリで治療の進捗を管理でき、質問や相談も24時間いつでもできます。レスポンスも早く、安心して治療を続けられます。,治療中の調整料や保定期間の管理料が無料なので、追加費用を気にせずに治療を続けられます。明朗会計で安心です。
口コミ2タイトル（スタッフ）,口コミセクション2つ目のタイトル（スタッフタブ）,人生の新しい章が始まった！,休日でも24時間対応で安心！,LINEで気軽に相談可能！,写真送信で通院回数減！,患者事情を理解して柔軟対応！
口コミ2内容（スタッフ）,口コミセクション2つ目の内容（スタッフタブ）,スキャンして初めて自分の歯を3Dで見ました。少し恥ずかしい気持ちもありましたが、矯正したい気持ちにもなりました！皆さん丁寧で清潔で、素晴らしかったです！この体験が新しい自分への第一歩となり、人生の新しい章が始まりました。,装置が壊れた時も、24時間対応の緊急ダイヤルですぐに相談できました。休日でも適切な対応をしてもらえて、本当に助かりました。,治療中の疑問や不安をLINEで気軽に相談できます。返信も早く、専門スタッフが丁寧に答えてくれるので心強いです。,定期的に歯の写真をアプリで送信するだけで、専門医がチェックしてくれます。通院回数を減らしながらも、適切な管理を受けられて便利です。,仕事の都合で治療期間を調整したいと相談したところ、柔軟に対応してくれました。患者の事情を理解してくれる姿勢がありがたいです。
口コミ3タイトル（スタッフ）,口コミセクション3つ目のタイトル（スタッフタブ）,めっちゃ感動！人生観が変化！,長期視点でケアしてくれる！,希望に合わせて調整可能！,追加費用なしで完了まで！,最短3ヶ月で結果実感！
口コミ3内容（スタッフ）,口コミセクション3つ目の内容（スタッフタブ）,Oh my teeth有楽町矯正歯科に行ってきたのですが、めっちゃ体験がよく感動しました！LINE公式アカウントで事前に問診票の記入ができて、それぞれでスキャンしてくれるのでスムーズで良かったです。この感動的な体験が人生観を変えるきっかけになりました。,矯正完了後も定期的にメンテナンスをしてくれて、歯並びの維持をサポートしてくれます。長期的な視点でケアしてもらえるのは心強いです。,当初の予定より少し治療が必要になりましたが、柔軟に追加治療に対応してくれました。患者の希望に合わせて調整してくれるのがありがたいです。,治療が予定通り進まない場合でも、完了まで責任を持ってサポートしてくれます。追加費用なしで対応してもらえるのは安心です。,最短3ヶ月で治療が完了し、想像以上に早く結果を実感できました。短期間で効果が出るので、モチベーションを維持しやすいです。
INFORMATIONキャンペーンテキスト,INFORMATIONセクションのメインキャンペーンテキスト,ホワイトニング14回分無料<br>24時間LINEサポート対応,認定医による精密診断<br>世界基準の治療を体験,初回2.2万円から始められる<br>都度払いで安心スタート,一律料金32.45万円<br>追加費用なしで安心,"月額1,760円から<br>初診料無料キャンペーン"
INFORMATIONサブテキスト,INFORMATIONセクションのサブテキスト,＼無料で歯型スキャン可能です／,＼世界1500万人の実績と信頼／,＼12万人が選んだ満足度90％／,＼世界50万人が利用した実績／,＼優しい価格で理想の歯並びへ／
INFORMATION確認事項,INFORMATIONセクションの確認事項（注意書き）,「矯正開始後の通院は原則不要※1」※1 初回診断のご来院と、矯正開始前・矯正終了後の処置のご来院をお願いしています。<br>「歯並びの適応について」※記載のない歯並びでもお気軽にご相談ください。※記載の歯並びであっても、Oh my teethのマウスピース矯正の適応外と診断される場合もございます。※症状が強い場合は適応にならない場合があります。<br>「治療期間について」※治療期間は歯並びの状態や年齢などによって個人差があります。<br>「痛みについて」※痛みの感じ方には個人差があります。<br>「実績について」※2021年6月〜2023年10月の契約者（一部モニター除く）,※治療期間・費用は症例により大きく異なります。※認定医による治療が推奨されます。※保険適用外の自由診療です。※定期的なメンテナンスが必要です。※複雑な症例では追加治療が必要な場合があります。,"「歯並びの適応について」※上記の歯並びであっても、キレイライン矯正が適応外となる場合もございます。注1、注3：症状が強い場合は適応にならない場合があります。注2：骨格性の開咬の場合は、治療適応外となります。注3：骨格的な問題がなくても、お口の中の状態によっては「中心のずれ」を治すことは難しい場合があります。「中心のずれ」にはさまざまな原因があり、ワイヤー矯正など他の矯正治療においても一般的にその修正は困難な場合があります。<br>「料金・デンタルローンについて」※デンタルローンを利用して10回コース（330,000円）を120回払いで支払う場合の分割支払金額です。※一部クリニックはローン非対応。※信販会社や手数料はクリニックにより異なります。※デンタルローンは18歳以上（高校生を除く）が対象となり、詳しい支払い方法や規約は各提携クリニックにより異なります。予約フォームの備考欄にご記載いただくか、初回検診にお越しの際にクリニックへご相談ください。","「料金について」※料金はすべて税込み。※追加治療となった際の追加マウスピース料金は無料となります。※別途治療計画作成において必須である精密検査費用をクリニックにお支払いいただく必要がございます。（税込22,000円から33,000円）<br>「申込者数について」*当社調べ：Zenyumグループ全体の2018年 - 2025年5月までの累計診断申込者数","「料金について」治療費月額1,925円（税込）〜の分割可。平均治療期間3ヶ月〜11ヶ月※個人差あり<br>「各種料金について」初診料0円（一部医院は有料）。調整料0円（※1）。保定料0円（※1）。（※1：治療費に含まれる）<br>「初回検診について」※初回検診料はクリニックによって異なります。※予約状況によってご案内が終了している場合もございます<br>「実績について」満足度98％※1。治療開始50,000名以上※2。加盟100医院以上※3。※1 2024年5月時点、一部提携医院にて。※2 2025年4月時点。※3 2025年5月時点<br>「特別キャンペーンについて」今だけ！毎月30名さま限定 特別キャンペーン受付中！1回お試し1,650円（税込）。※初回診察料はクリニックによって異なります。※予約状況によってご案内が終了している場合もございます。※初回検診にてスタッフにお伝えください"
口コミ1画像（コスパ）,口コミセクション1つ目の画像パス（コスパタブ）,/images/review_icon/review_icon1.webp,/images/review_icon/review_icon10.webp,/images/review_icon/review_icon4.webp,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon3.webp
口コミ2画像（コスパ）,口コミセクション2つ目の画像パス（コスパタブ）,/images/review_icon/review_icon2.webp,/images/review_icon/review_icon1.webp,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon4.webp
口コミ3画像（コスパ）,口コミセクション3つ目の画像パス（コスパタブ）,/images/review_icon/review_icon3.webp,/images/review_icon/review_icon2.webp,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon5.webp
口コミ1画像（通いやすさ）,口コミセクション1つ目の画像パス（通いやすさタブ）,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon4.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp
口コミ2画像（通いやすさ）,口コミセクション2つ目の画像パス（通いやすさタブ）,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon5.webp
口コミ3画像（通いやすさ）,口コミセクション3つ目の画像パス（通いやすさタブ）,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon6.webp
口コミ1画像（スタッフ）,口コミセクション1つ目の画像パス（スタッフタブ）,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon7.webp
口コミ2画像（スタッフ）,口コミセクション2つ目の画像パス（スタッフタブ）,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon8.webp
口コミ3画像（スタッフ）,口コミセクション3つ目の画像パス（スタッフタブ）,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp
